ocupacion_observatorio,ocupacion_cuoc_match_1,score_1,ocupacion_cuoc_match_2,score_2,confianza,requiere_revision
Técnicos en Electrónica,DELINEANTE DE ELECTRÓNICA,0.725,ELECTROTÉCNICO / ELECTROTÉCNICA,0.717,ALTA,False
Técnicos en tecnologías de la información,ANALISTA DE NEGOCIOS TI (TECNOLOGÍAS DE LA INFORMACIÓN),0.966,OFICIAL DE SEGURIDAD TI (TECNOLOGÍAS DE LA INFORMACIÓN),0.923,ALTA,False
Contratistas de servicios agrícolas y relacionados,PROMOTOR DE SERVICIOS AGRÍCOLAS / PROMOTORA DE SERVICIOS AGRÍCOLAS,0.826,ANALISTA DE SERVICIOS FINANCIEROS,0.702,ALTA,False
Operarios de apoyo y servicios en minería bajo tierra,OPERADOR DE APOYO Y SERVICIOS EN MINERÍA BAJO TIERRA / OPERADORA DE APOYO Y SERVICIOS EN MINERÍA BAJO TIERRA,1.125,CAPATAZ DE MINERÍA BAJO TIERRA,0.902,ALTA,False
7333,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
"Pilotos, Ingenieros e Instructores de Vuelo",INSTRUCTOR DE VUELO / INSTRUCTORA DE VUELO,0.678,PERSONAL DE OPERACIONES DE VUELO,0.641,MEDIA,False
Directores y gerentes generales de servicios y procesos de negocio.,DIRECTOR Y GERENTE DE SERVICIOS Y PROCESOS DE NEGOCIO / DIRECTORA Y GERENTA DE SERVICIOS Y PROCESOS DE NEGOCIO,0.906,DIRECTOR DE SERVICIOS DE PROCESOS DE NEGOCIO / DIRECTORA DE SERVICIOS DE PROCESOS DE NEGOCIO,0.835,ALTA,False
Ingenieros de tecnologías de la información,ANALISTA DE NEGOCIOS TI (TECNOLOGÍAS DE LA INFORMACIÓN),0.971,REPRESENTANTE DE VENTAS DE TECNOLOGÍAS DE LA INFORMACIÓN,0.947,ALTA,False
Regentes de farmacia,AUXILIAR DE VENTAS EN FARMACIA,0.78,AUXILIAR DE FARMACIA,0.75,ALTA,False
Auxiliares de Cartera y Cobranzas,AUXILIAR DE CARTERA Y COBRANZAS,1.169,AUXILIAR DE CRÉDITO Y COBRANZAS,0.944,ALTA,False
Auxiliares de Almacén,AUXILIAR DE ALMACÉN,1.05,AUXILIAR DE EMPAQUE DE ALMACÉN,0.884,ALTA,False
6642,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Otras Ocupaciones Elementales de los Servicios nca,ASISTENTE DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS / ASISTENTA DE AMBULANCIA Y OTRAS OCUPACIONES PARAMÉDICAS,0.669,REPRESENTANTE DE SERVICIOS A LAS EMPRESAS,0.627,MEDIA,False
Gerentes de Producción Primaria (excepto agricultura),GERENTE DE PRODUCCIÓN PRIMARIA (EXCEPTO AGRICULTURA) / GERENTA DE PRODUCCIÓN PRIMARIA (EXCEPTO AGRICULTURA),1.054,GERENTE DE PRODUCCIÓN AGROPECUARIA / GERENTA DE PRODUCCIÓN AGROPECUARIA,0.728,ALTA,False
Audiólogos y terapeutas del lenguaje,TERAPEUTA DEL LENGUAJE,0.859,LOGOPEDA O TERAPEUTA DEL HABLA,0.667,ALTA,False
Suboficiales y nivel ejecutivo de la policía,SUBOFICIAL DE POLICÍA,0.746,OFICIAL DE POLICÍA,0.681,ALTA,False
Auditores Financieros y Contables,AGENTE DE FUTUROS FINANCIEROS,0.648,AUXILIAR DE SERVICIOS FINANCIEROS,0.645,MEDIA,False
Ayudantes de otros oficios,AYUDANTE DE OTROS OFICIOS,1.18,AYUDANTE DE ZOOLÓGICO,0.723,ALTA,False
5247,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
0121,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Gerentes de servicios a la salud,AGENTE DE SERVICIOS AL PASAJERO,0.862,GERENTE DE SERVICIOS A LA SALUD / GERENTA DE SERVICIOS A LA SALUD,0.846,ALTA,False
Trabajadores Sociales y Consultores de Familia,TRABAJADOR SOCIAL CONSULTOR DE FAMILIA / TRABAJADORA SOCIAL CONSULTORA DE FAMILIA,0.703,ADMINISTRADOR DE REDES SOCIALES / ADMINISTRADORA DE REDES SOCIALES,0.641,ALTA,False
Árbitros,ÁRBITRO / ÁRBITRA,0.583,RABINO,0.571,MEDIA,True
7343,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
Gerentes de Talento Humano,ANALISTA DE TALENTO HUMANO,0.969,PROFESIONAL DE TALENTO HUMANO,0.964,ALTA,False
"Investigadores, consultores y funcionarios de políticas de ciencias naturales y aplicadas",GERENTE DE INVESTIGACIÓN Y DESARROLLO EN CIENCIAS NATURALES Y APLICADAS / GERENTA DE INVESTIGACIÓN Y DESARROLLO EN CIENCIAS NATURALES Y APLICADAS,0.74,ANALISTA DE POLÍTICAS DE RECURSOS NATURALES,0.704,ALTA,False
Gerentes de servicios de correo y mensajería,GERENTE DE SERVICIOS DE CORREO Y MENSAJERÍA / GERENTA DE SERVICIOS DE CORREO Y MENSAJERÍA,0.952,GERENTE DE SERVICIOS DE MENSAJERÍA / GERENTA DE SERVICIOS DE MENSAJERÍA,0.902,ALTA,False
Mecánicos industriales,ELECTRICISTA INDUSTRIAL,0.711,GUÍA DE ESTABLECIMIENTOS INDUSTRIALES,0.71,ALTA,False
Otros obreros y ayudantes en fabricación y procesamiento nca,AYUDANTE EN FABRICACIÓN DE PRODUCTOS DE METAL,0.729,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE CAUCHO,0.723,ALTA,False
Maquinistas de transporte ferroviario,MAQUINISTA DE TRANSPORTE FERROVIARIO,1.186,ELECTRICISTA DE TRANSPORTE FERROVIARIO,1.027,ALTA,False
Analistas de sistemas informáticos,ANALISTA DE SISTEMAS INFORMÁTICOS,1.185,ANALISTA DE SISTEMAS INFORMÁTICOS APLICACIONES,1.025,ALTA,False
Supervisores de Fabricación de Productos de Plástico y Caucho,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,1.071,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO Y CAUCHO / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO Y CAUCHO,1.048,ALTA,False
Técnico acuícola en sistemas de levante y engorde,TÉCNICO ACUÍCOLA EN SISTEMAS DE LEVANTE Y ENGORDE / TÉCNICA ACUÍCOLA EN SISTEMAS DE LEVANTE Y ENGORDE,1.158,TÉCNICO ACUÍCOLA EN SISTEMAS DE PRODUCCIÓN / TÉCNICA ACUÍCOLA EN SISTEMAS DE PRODUCCIÓN,0.878,ALTA,False
Ebanistas,EBANISTA,0.941,URBANISTA,0.778,ALTA,False
3152,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
6216,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Trabajadores de Plantas de Incubación Artificial,TRABAJADOR DE PLANTAS DE INCUBACIÓN ARTIFICIAL / TRABAJADORA DE PLANTAS DE INCUBACIÓN ARTIFICIAL,0.943,OPERADOR DE PLANTA DE INCUBACIÓN / OPERADORA DE PLANTA DE INCUBACIÓN,0.726,ALTA,False
3212,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Ayudantes en la Fabricación Metálica,AYUDANTE EN FABRICACIÓN METÁLICA,1.141,AYUDANTE DE FABRICACIÓN DE PLÁSTICO,0.861,ALTA,False
3151,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
0123,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
8491,ÑEQUERA,0.0,ÁRBITRO DEPORTIVO / ÁRBITRA DEPORTIVA,0.0,BAJA,True
Operadores de Máquinas para la Fabricación de Papel,OPERADOR DE MÁQUINA PARA LA FABRICACIÓN DE PAPEL / OPERADORA DE MÁQUINA PARA LA FABRICACIÓN DE PAPEL,0.84,OPERADOR DE CONTROL DE MÁQUINAS DE FABRICACIÓN DE PAPEL / OPERADORA DE CONTROL DE MÁQUINAS DE FABRICACIÓN DE PAPEL,0.824,ALTA,False
1351,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Escritores,SCRIP DOCTORS,0.696,ESCRITOR / ESCRITORA,0.69,MEDIA,False
Técnicos en Instrumentos Industriales,MECÁNICO DE INSTRUMENTOS INDUSTRIALES / MECÁNICA DE INSTRUMENTOS INDUSTRIALES,0.784,GUÍA DE ESTABLECIMIENTOS INDUSTRIALES,0.722,ALTA,False
9322,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
"Funcionarios de Aduanas, Impuestos, Inmigración y Seguridad Social",FUNCIONARIO DE RECAUDO IMPUESTOS / FUNCIONARIA DE RECAUDO IMPUESTOS,0.715,FUNCIONARIO DE INMIGRACIÓN / FUNCIONARIA DE INMIGRACIÓN,0.693,ALTA,False
Gerentes de construcción,RESIDENTE DE CONSTRUCCIÓN,0.957,AYUDANTE DE CONSTRUCCIÓN,0.892,ALTA,False
Tipógrafos,TIPÓGRAFO / TIPÓGRAFA,0.6,ESTRATIGRAFISTA,0.56,MEDIA,False
2131,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
7312,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Operadores de Equipo para Limpieza de Vías y Alcantarillado,CONDUCTOR OPERADOR DE EQUIPO PARA LIMPIEZA DE VÍAS Y ALCANTARILLADO / CONDUCTORA OPERADORA DE EQUIPO PARA LIMPIEZA DE VÍAS Y ALCANTARILLADO,0.979,OPERADOR DE EQUIPO DE LIMPIEZA DE TEXTILES / OPERADORA DE EQUIPO DE LIMPIEZA DE TEXTILES,0.734,ALTA,False
"Músicos, Cantantes, Compositores y Directores Musicales",DIRECTOR DE COMUNICACIONES / DIRECTORA DE COMUNICACIONES,0.574,DIRECTOR DE CORAL / DIRECTORA DE CORAL,0.533,MEDIA,True
Auxiliares de información y servicio al cliente,AUXILIAR DE INFORMACIÓN Y SERVICIO AL CLIENTE,1.378,AUXILIAR DE SERVICIO AL CLIENTE,1.095,ALTA,False
Directores de Programas de Esparcimiento y Deportes,DIRECTOR DE PROGRAMAS DE ESPARCIMIENTO Y DEPORTES / DIRECTORA DE PROGRAMAS DE ESPARCIMIENTO Y DEPORTES,0.945,DIRECTOR DE PROGRAMAS DE RECREACIÓN / DIRECTORA DE PROGRAMAS DE RECREACIÓN,0.745,ALTA,False
0423,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
7241,ANIMADOR 2D / ANIMADORA 2D,0.069,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.043,BAJA,True
Ayudantes de Mecánica,AYUDANTE DE MECÁNICA DIÉSEL,0.933,DIBUJANTE DE MECÁNICA,0.91,ALTA,False
6351,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Impresores de artes gráficas,PRE PRENSISTA DE ARTES GRÁFICAS,1.014,DIBUJANTE DE ARTES GRÁFICAS,0.927,ALTA,False
Mecánicos de motos,MECÁNICO DE MOTOS / MECÁNICA DE MOTOS,0.73,ECONOMISTA DE IMPUESTOS,0.634,ALTA,False
7315,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
8493,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Tatuadores,TATUADOR / TATUADORA,0.552,AUXILIAR DE VALORES,0.552,MEDIA,True
5231,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Operadores de máquinas estacionarias y equipo auxiliar,LUBRICADOR DE MÁQUINAS ESTACIONARIAS / LUBRICADORA DE MÁQUINAS ESTACIONARIAS,0.836,OPERADOR DE MÁQUINA ESTACIONARIA Y EQUIPO AUXILIAR VAPOR Y CALDERA / OPERADORA DE MÁQUINA ESTACIONARIA Y EQUIPO AUXILIAR VAPOR Y CALDERA,0.729,ALTA,False
0013,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
"Pintores, escultores y otros artistas visuales",MODELO PARA ESCULTORES / MODELO PARA ESCULTORAS,0.605,ASISTENTE DE MAQUILLAJE DE ARTISTAS / ASISTENTA DE MAQUILLAJE DE ARTISTAS,0.544,MEDIA,False
"Supervisores de Empleados de Registro, Distribución y Programación",SUPERVISOR DE DISTRIBUCIÓN / SUPERVISORA DE DISTRIBUCIÓN,0.717,SUPERVISOR DE EMPLEADOS DE BANCA / SUPERVISORA DE EMPLEADOS DE BANCA,0.661,ALTA,False
Supervisores de fabricación de productos eléctricos,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,0.947,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS ELÉCTRICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS ELÉCTRICOS,0.945,ALTA,False
8483,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
"Operadores de Fabricación, Moldeo y Acabado del Vidrio",OPERADOR DE MÁQUINA DE MOLDEO Y ACABADO DE VIDRIO / OPERADORA DE MÁQUINA DE MOLDEO Y ACABADO DE VIDRIO,0.819,OPERADOR DE FABRICACIÓN DE ABONOS / OPERADORA DE FABRICACIÓN DE ABONOS,0.739,ALTA,False
Gerentes cadena de suministro,AGENTE DE SUMINISTROS,0.76,GERENTE DE CADENA DE SUMINISTROS / GERENTA DE CADENA DE SUMINISTROS,0.689,ALTA,False
Auxiliares de nómina y prestaciones,AUXILIAR DE NÓMINA Y PRESTACIONES,1.171,AUXILIAR DE NÓMINA,0.779,ALTA,False
Perforadores y operarios de voladura para minería de superficie de canteras y construcción,PERFORADOR OPERARIO DE VOLADURA EN MINERÍA DE SUPERFICIE CANTERAS Y CONSTRUCCIÓN / PERFORADORA OPERARIA DE VOLADURA EN MINERÍA DE SUPERFICIE CANTERAS Y CONSTRUCCIÓN,1.117,SUPERVISOR DE VOLADURA Y MINERÍA / SUPERVISORA DE VOLADURA Y MINERÍA,0.786,ALTA,False
0912,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
5222,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
Operadores de Máquinas para Forja,REPARADOR DE MÁQUINAS FIJAS / REPARADORA DE MÁQUINAS FIJAS,0.7,DISEÑADOR DE MÁQUINAS / DISEÑADORA DE MÁQUINAS,0.69,MEDIA,False
Ingenieros de Petróleos,INGENIERO DE PETRÓLEOS / INGENIERA DE PETRÓLEOS,0.738,AGENTE DE EMPLEO,0.615,ALTA,False
Operadores de Máquinas para el Trabajo del Metal,AYUDANTE DE MÁQUINA DE TRABAJO DEL METAL,0.927,OPERADOR DE MÁQUINA PARA EL TRABAJO DE METAL / OPERADORA DE MÁQUINA PARA EL TRABAJO DE METAL,0.833,ALTA,False
5131,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
2263,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
"Supervisores de procesamiento de químico, petróleo, gas y tratamiento de agua y generación de energía",SUPERVISOR DE PROCESAMIENTO QUÍMICO DE PETRÓLEO Y GAS / SUPERVISORA DE PROCESAMIENTO QUÍMICO DE PETRÓLEO Y GAS,1.054,"SUPERVISOR DE TRATAMIENTO QUÍMICO DE PETRÓLEO, GAS Y AGUAS / SUPERVISORA DE TRATAMIENTO QUÍMICO DE PETRÓLEO, GAS Y AGUAS",1.002,ALTA,False
3114,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Promotores de Salud,PROMOTOR DE SALUD / PROMOTORA DE SALUD,0.707,INTÉRPRETE DE SALA,0.595,ALTA,False
Guardianes de Prisión,GUARDAVIDAS DE PISCINAS,0.773,AYUDANTE DE IMPRESIÓN,0.714,ALTA,False
Aseadores Especializados y Fumigadores,ASEADOR ESPECIALIZADO / ASEADORA ESPECIALIZADA,0.675,ASEADOR ESPECIALIZADO FUMIGADOR / ASEADORA ESPECIALIZADA FUMIGADORA,0.635,MEDIA,False
Personal Directivo de la Administración Pública,PERSONAL DIRECTIVO DE LA ADMINISTRACIÓN PÚBLICA,1.4,PROFESIONAL EN POLÍTICAS DE ADMINISTRACIÓN,0.752,ALTA,False
"Operadores de Control de Procesos, Fabricación de Papel",OPERADOR DE CONTROL DE PROCESOS FABRICACIÓN DE PAPEL / OPERADORA DE CONTROL DE PROCESOS FABRICACIÓN DE PAPEL,1.046,OPERADOR DE CONTROL CENTRAL DE FABRICACIÓN PAPEL / OPERADORA DE CONTROL CENTRAL DE FABRICACIÓN PAPEL,0.862,ALTA,False
Profesionales en metrología,PROFESIONAL EN AGROECOLOGÍA,0.815,PROFESIONAL EN TOPOGRAFÍA,0.808,ALTA,False
"Biólogos, botánicos, zoólogos y relacionados",BIÓLOGO MARINO / BIÓLOGA MARINA,0.528,BIÓLOGO / BIÓLOGA,0.517,MEDIA,True
Recreadores,RECREACIONISTA,0.64,RECREADOR / RECREADORA,0.625,MEDIA,False
Técnicos en terapia respiratoria y cardiovascular,PERFUSIONISTA CARDIOVASCULAR,0.619,TERAPEUTA RESPIRATORIO EN SUEÑO / TERAPEUTA RESPIRATORIA EN SUEÑO,0.613,MEDIA,False
9416,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.039,BAJA,True
4313,ANIMADOR 3D / ANIMADORA 3D,0.138,DISEÑADOR 3D / DISEÑADORA 3D,0.129,BAJA,True
"Inspectores de Control de Calidad, Procesamiento de Alimentos y Bebidas nivel 3",INSPECTOR DE CONTROL DE CALIDAD DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS / INSPECTORA DE CONTROL DE CALIDAD DE PROCESAMIENTO DE ALIMENTOS Y BEBIDAS,1.155,INSPECTOR DE CONTROL DE CALIDAD DE ALIMENTOS Y BEBIDAS / INSPECTORA DE CONTROL DE CALIDAD DE ALIMENTOS Y BEBIDAS,1.024,ALTA,False
Inspectores de policía,CORONEL DE POLICÍA,0.85,INTENDENTE DE POLICÍA,0.844,ALTA,False
Operadores de Máquinas e Inspectores de la Fabricación de Productos y Componentes Eléctricos,OPERADOR DE MÁQUINA DE FABRICACIÓN DE COMPONENTES ELÉCTRICOS / OPERADORA DE MÁQUINA DE FABRICACIÓN DE COMPONENTES ELÉCTRICOS,0.858,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS ELÉCTRICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS ELÉCTRICOS,0.849,ALTA,False
Gerentes de Operación de Instalaciones Físicas,GERENTE DE OPERACIÓN DE INSTALACIONES FÍSICAS / GERENTA DE OPERACIÓN DE INSTALACIONES FÍSICAS,0.952,OFICIAL DE INSTALACIONES SANITARIAS,0.717,ALTA,False
6382,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Ajustadores y operadores de máquinas herramientas,AJUSTADOR OPERADOR DE MÁQUINAS HERRAMIENTAS / AJUSTADORA OPERADORA DE MÁQUINAS HERRAMIENTAS,0.819,SUPERVISOR DE AJUSTADORES Y AJUSTADORAS DE MÁQUINAS HERRAMIENTAS / SUPERVISORA DE AJUSTADORES Y AJUSTADORAS DE MÁQUINAS HERRAMIENTAS,0.789,ALTA,False
Ajustadores y Reparadores de Equipos Electrónicos,REPARADOR DE EQUIPOS ELECTRÓNICOS / REPARADORA DE EQUIPOS ELECTRÓNICOS,0.759,MONTADOR DE EQUIPOS ELECTRÓNICOS / MONTADORA DE EQUIPOS ELECTRÓNICOS,0.7,ALTA,False
9616,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Supervisores de Fabricación de Productos Electrónicos,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS ELECTRÓNICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS ELECTRÓNICOS,0.946,AYUDANTE DE FABRICACIÓN DE PRODUCTOS DE PLÁSTICO,0.933,ALTA,False
Técnicos instaladores de redes y líneas de telecomunicaciones,AUXILIAR DE INSTALACIÓN Y REPARACIÓN DE REDES DE TELECOMUNICACIONES,0.856,INSTALADOR O REPARADOR DE REDES Y LÍNEAS DE TELECOMUNICACIONES / INSTALADORA O REPARADORA DE REDES Y LÍNEAS DE TELECOMUNICACIONES,0.84,ALTA,False
5223,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
Mecánicos de equipo pesado,MECÁNICO DE EQUIPO PESADO / MECÁNICA DE EQUIPO PESADO,0.841,MECÁNICO DIÉSEL DE EQUIPO PESADO / MECÁNICA DIÉSEL DE EQUIPO PESADO,0.765,ALTA,False
Auxiliares de seguridad en el trabajo,ANALISTA DE SEGURIDAD Y SALUD EN EL TRABAJO,0.975,PROFESIONAL EN SEGURIDAD Y SALUD EN EL TRABAJO,0.899,ALTA,False
Cortadores de Carne para Comercio Mayorista y al Detal,CORTADOR DE CARNE MAYORISTA Y AL DETAL / CORTADORA DE CARNE MAYORISTA Y AL DETAL,0.971,COMPRADOR DE COMERCIO MAYORISTA / COMPRADORA DE COMERCIO MAYORISTA,0.822,ALTA,False
Técnicos en electrónica,DELINEANTE DE ELECTRÓNICA,0.725,ELECTROTÉCNICO / ELECTROTÉCNICA,0.717,ALTA,False
"Diseñadores de Teatro, Moda, Exhibición, y Otros Diseñadores Creativos",DISEÑADOR DE TEATRO / DISEÑADORA DE TEATRO,0.767,DISEÑADOR DE MODA / DISEÑADORA DE MODA,0.696,ALTA,False
Procesadores Fotográficos y de Películas,PROCESADOR FOTOGRÁFICO / PROCESADORA FOTOGRÁFICA,0.644,PROCESADOR DE PELÍCULAS / PROCESADORA DE PELÍCULAS,0.617,MEDIA,False
8312,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Representante de servicios especializados B.P.O.,REPRESENTANTE DE SERVICIO ESPECIALIZADO BPO (BUSINESS PROCESS OUTSOURCING),0.935,REPRESENTANTE DE SERVICIOS A LAS EMPRESAS,0.921,ALTA,False
Otras Ocupaciones Profesionales en Diagnóstico y Tratamiento de la Salud n.c.a.,DIRECTOR ASOCIACIÓN DE PROFESIONALES / DIRECTORA ASOCIACIÓN DE PROFESIONALES,0.67,CAPATAZ DE PLANTA DE TRATAMIENTO DE LA MADERA,0.629,MEDIA,False
Gerentes Cadena de Suministro,AGENTE DE SUMINISTROS,0.76,GERENTE DE CADENA DE SUMINISTROS / GERENTA DE CADENA DE SUMINISTROS,0.689,ALTA,False
0413,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
"Supervisores, Empleados de Registro, Distribución y Programación",SUPERVISOR DE DISTRIBUCIÓN / SUPERVISORA DE DISTRIBUCIÓN,0.732,SUPERVISOR DE EMPLEADOS DE BANCA / SUPERVISORA DE EMPLEADOS DE BANCA,0.643,ALTA,False
Gerentes de restaurantes y servicios de alimentos,GERENTE DE RESTAURANTES Y SERVICIOS DE ALIMENTOS / GERENTA DE RESTAURANTES Y SERVICIOS DE ALIMENTOS,0.953,AGENTE DE VENTAS Y SERVICIOS DE AEROLÍNEA,0.811,ALTA,False
Auxiliares del cuidado de niños,AUXILIAR DE CUIDADO DE NIÑOS,1.149,AUXILIAR DE CUIDADO DE REPOSO,0.933,ALTA,False
Profesores e instructores de formación para el trabajo,PROFESOR E INSTRUCTOR DE FORMACIÓN PARA EL TRABAJO / PROFESORA E INSTRUCTORA DE FORMACIÓN PARA EL TRABAJO,0.933,INSTRUCTOR DE FORMACIÓN PARA EL TRABAJO / INSTRUCTORA DE FORMACIÓN PARA EL TRABAJO,0.778,ALTA,False
8612,MONTAJISTA 360,0.111,ANIMADOR 2D / ANIMADORA 2D,0.069,BAJA,True
Técnicos en diseño y arte gráfico,TÉCNICO EN DISEÑO GRÁFICO / TÉCNICA EN DISEÑO GRÁFICO,0.882,ROTULISTA DE ARTE GRÁFICO,0.855,ALTA,False
"Gerentes de producción agrícola, pecuaria, acuícola y pesquero",GERENTE DE PRODUCCIÓN AGRÍCOLA Y PECUARIA / GERENTA DE PRODUCCIÓN AGRÍCOLA Y PECUARIA,1.05,GERENTE DE PRODUCCIÓN AGRÍCOLA / GERENTA DE PRODUCCIÓN AGRÍCOLA,0.872,ALTA,False
Gerentes de Otros Servicios a las Empresas,REPRESENTANTE DE SERVICIOS A LAS EMPRESAS,1.019,GERENTE DE OTROS SERVICIOS A LAS EMPRESAS / GERENTA DE OTROS SERVICIOS A LAS EMPRESAS,0.951,ALTA,False
Vigilantes y guardias de seguridad,VIGILANTE GUARDIA DE SEGURIDAD,1.038,GUARDA DE SEGURIDAD,0.817,ALTA,False
0017,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
2241,ANIMADOR 2D / ANIMADORA 2D,0.138,TÉCNICO EN DIBUJO 2D / TÉCNICA EN DIBUJO 2D,0.087,BAJA,True
5263,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
1232,ANIMADOR 2D / ANIMADORA 2D,0.138,MONTAJISTA 360,0.111,BAJA,True
6369,MONTAJISTA 360,0.222,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
0015,MONTAJISTA 360,0.111,OPERADOR DE CÁMARA 360 / OPERADORA DE CÁMARA 360,0.078,BAJA,True
Latoneros,BOTONES,0.625,LATONERO / LATONERA,0.593,MEDIA,False
1341,MONTAJISTA 360,0.111,ANIMADOR 3D / ANIMADORA 3D,0.069,BAJA,True
Técnicos en Tecnologías de la Información,ANALISTA DE NEGOCIOS TI (TECNOLOGÍAS DE LA INFORMACIÓN),0.966,OFICIAL DE SEGURIDAD TI (TECNOLOGÍAS DE LA INFORMACIÓN),0.923,ALTA,False
Auxiliares de compras e inventarios,AUXILIAR DE COMPRAS E INVENTARIOS,1.271,AUXILIAR DE ALMACÉN E INVENTARIOS,0.994,ALTA,False
Administradores de Educación Superior y Formación para el Trabajo,PROFESOR DE EDUCACIÓN SUPERIOR DE DERECHO / PROFESORA DE EDUCACIÓN SUPERIOR DE DERECHO,0.773,PROFESOR DE EDUCACIÓN SUPERIOR TÉCNICA / PROFESORA DE EDUCACIÓN SUPERIOR TÉCNICA,0.769,ALTA,False
"Supervisores, Fabricación de Otros Productos Mecánicos y Metálicos",SUPERVISOR DE FABRICACIÓN DE PRODUCTOS MECÁNICOS Y METÁLICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS MECÁNICOS Y METÁLICOS,1.017,SUPERVISOR DE FABRICACIÓN DE PRODUCTOS MECÁNICOS / SUPERVISORA DE FABRICACIÓN DE PRODUCTOS MECÁNICOS,0.971,ALTA,False
